log,label
"Read out cached package applicability for package: Package_for_KB2900986~31bf3856ad364e35~amd64~~6.1.1.1, ApplicableState: 112, CurrentState:112",Normal Activity
input_userauth_request: invalid user ghost [preauth],Brute Force Attack
connection from 202.82.200.188 () at Thu Jul  7 16:33:52 2005,Suspicious Activity
connection from 216.12.111.241 () at Thu Jul 21 09:04:41 2005,Normal Activity
workerEnv.init() ok /etc/httpd/conf/workers2.properties,Normal Activity
jk2_init() Found child 2877 in scoreboard slot 10,Normal Activity
mod_jk child workerEnv in error state 6,Suspicious Activity
Session: 30546174_159636137 initialized by client WindowsUpdateAgent.,Normal Activity
connection from 211.167.68.59 () at Sat Jun 25 19:25:30 2005,Normal Activity
Received disconnect from 123.235.32.19: 11: Bye Bye [preauth],Brute Force Attack
administrative privilege escalation detected,Privilege Escalation
authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=061092085098.ctinets.com,Brute Force Attack
connection from 202.82.200.188 () at Fri Jul  1 07:57:30 2005,Normal Activity
connection from 218.69.108.57 () at Fri Jun 24 18:55:11 2005,Normal Activity
jk2_init() Found child 6310 in scoreboard slot 6,Normal Activity
session closed for user test,Normal Activity
workerEnv.init() ok /etc/httpd/conf/workers2.properties,Normal Activity
Failed password for root from 183.62.140.253 port 54395 ssh2,Brute Force Attack
workerEnv.init() ok /etc/httpd/conf/workers2.properties,Normal Activity
reverse mapping checking getaddrinfo for customer-187-141-143-180-sta.uninet-ide.com.mx [187.141.143.180] failed - POSSIBLE BREAK-IN ATTEMPT!,Brute Force Attack
Session: 30546174_43049469 initialized by client WindowsUpdateAgent.,Normal Activity
mod_jk child workerEnv in error state 6,Suspicious Activity
user root gained administrative privileges,Privilege Escalation
Scavenge: Starts,Normal Activity
Warning: Unrecognized packageExtended attribute.,Normal Activity
Failed password for root from 187.141.143.180 port 54560 ssh2,Brute Force Attack
pam_unix(sshd:auth): authentication failure; logname= uid=0 euid=0 tty=ssh ruser= rhost=103.99.0.122,Brute Force Attack
authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=60.30.224.116  user=root,Brute Force Attack
"Read out cached package applicability for package: Package_for_KB3146706~31bf3856ad364e35~amd64~~6.1.1.2, ApplicableState: 112, CurrentState:112",Normal Activity
"Loading offline registry hive: DEFAULT, into registry key '{bf1a281b-ad7b-4476-ac95-f47682990ce7}GLOBALROOT/Device/HarddiskVolumeShadowCopy2/Windows/System32/config/DEFAULT' from path '\\?\GLOBALROOT\Device\HarddiskVolumeShadowCopy2\Windows\System32\config\DEFAULT'.",Normal Activity
"Read out cached package applicability for package: Package_for_KB3074543~31bf3856ad364e35~amd64~~6.1.1.0, ApplicableState: 112, CurrentState:112",Normal Activity
Received disconnect from 183.62.140.253: 11: Bye Bye [preauth],Brute Force Attack
trojan activity detected on host,Malware Activity
workerEnv.init() ok /etc/httpd/conf/workers2.properties,Normal Activity
administrative privilege escalation detected,Privilege Escalation
Session: 30546354_3344683485 initialized by client WindowsUpdateAgent.,Normal Activity
Session: 30546354_3037265902 initialized by client WindowsUpdateAgent.,Normal Activity
"Read out cached package applicability for package: Package_for_KB3020388~31bf3856ad364e35~amd64~~6.1.1.1, ApplicableState: 112, CurrentState:112",Normal Activity
session opened for user test by (uid=509),Normal Activity
workerEnv.init() ok /etc/httpd/conf/workers2.properties,Normal Activity
authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=195.129.24.210  user=root,Brute Force Attack
Failed password for root from 183.62.140.253 port 33304 ssh2,Brute Force Attack
authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=207.243.167.114  user=root,Brute Force Attack
Session: 30546354_3193054813 initialized by client WindowsUpdateAgent.,Normal Activity
Warning: Unrecognized packageExtended attribute.,Normal Activity
Warning: Unrecognized packageExtended attribute.,Normal Activity
Warning: Unrecognized packageExtended attribute.,Normal Activity
Failed to get next element [HRESULT = 0x800f080d - CBS_E_MANIFEST_INVALID_ITEM],Normal Activity
"Read out cached package applicability for package: Package_for_KB2632503~31bf3856ad364e35~amd64~~6.1.1.0, ApplicableState: 80, CurrentState:0",Normal Activity
connection from 62.99.164.82 (62.99.164.82.sh.interxion.inode.at) at Sun Jul  3 23:16:09 2005,Normal Activity
Warning: Unrecognized packageExtended attribute.,Normal Activity
connection from 218.38.58.3 () at Wed Jul 27 10:59:53 2005,Normal Activity
Failed password for root from 183.62.140.253 port 49161 ssh2,Brute Force Attack
Failed to get next element [HRESULT = 0x800f080d - CBS_E_MANIFEST_INVALID_ITEM],Normal Activity
mod_jk child workerEnv in error state 6,Suspicious Activity
jk2_init() Found child 5811 in scoreboard slot 6,Normal Activity
"Read out cached package applicability for package: Package_for_KB2532531~31bf3856ad364e35~amd64~~6.1.1.0, ApplicableState: 80, CurrentState:112",Normal Activity
jk2_init() Found child 32389 in scoreboard slot 9,Normal Activity
workerEnv.init() ok /etc/httpd/conf/workers2.properties,Normal Activity
Received disconnect from 183.62.140.253: 11: Bye Bye [preauth],Brute Force Attack
Received disconnect from 187.141.143.180: 11: Bye Bye [preauth],Brute Force Attack
workerEnv.init() ok /etc/httpd/conf/workers2.properties,Normal Activity
pam_unix(sshd:auth): authentication failure; logname= uid=0 euid=0 tty=ssh ruser= rhost=183.62.140.253  user=root,Brute Force Attack
Failed to get next element [HRESULT = 0x800f080d - CBS_E_MANIFEST_INVALID_ITEM],Normal Activity
session closed for user cyrus,Normal Activity
Expecting attribute name [HRESULT = 0x800f080d - CBS_E_MANIFEST_INVALID_ITEM],Normal Activity
jk2_init() Found child 1861 in scoreboard slot 8,Normal Activity
pam_unix(sshd:auth): authentication failure; logname= uid=0 euid=0 tty=ssh ruser= rhost=175.102.13.6,Brute Force Attack
"Read out cached package applicability for package: Package_for_KB3046269~31bf3856ad364e35~amd64~~6.1.1.0, ApplicableState: 112, CurrentState:112",Normal Activity
pam_unix(sshd:auth): check pass; user unknown,Brute Force Attack
mod_jk child workerEnv in error state 6,Suspicious Activity
mod_jk child workerEnv in error state 7,Suspicious Activity
jk2_init() Found child 2867 in scoreboard slot 8,Normal Activity
Session: 30546354_3184784340 initialized by client WindowsUpdateAgent.,Normal Activity
workerEnv.init() ok /etc/httpd/conf/workers2.properties,Normal Activity
ALERT exited abnormally with [1],Normal Activity
Warning: Unrecognized packageExtended attribute.,Normal Activity
"0000000b Store coherency cookie matches last scavenge cookie, skipping scavenge.",Normal Activity
elevated privileges granted to unauthorized user user1,Privilege Escalation
Warning: Unrecognized packageExtended attribute.,Normal Activity
virus scan detected malicious executable,Malware Activity
"Read out cached package applicability for package: Package_for_KB3004375~31bf3856ad364e35~amd64~~6.1.3.1, ApplicableState: 112, CurrentState:112",Normal Activity
workerEnv.init() ok /etc/httpd/conf/workers2.properties,Normal Activity
mod_jk child workerEnv in error state 7,Suspicious Activity
Warning: Unrecognized packageExtended attribute.,Normal Activity
authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=211.137.205.253  user=root,Brute Force Attack
Failed password for root from 183.62.140.253 port 48505 ssh2,Brute Force Attack
Invalid user test from 187.141.143.180,Brute Force Attack
mod_jk child workerEnv in error state 7,Suspicious Activity
"Read out cached package applicability for package: Package_for_KB2929733~31bf3856ad364e35~amd64~~6.1.1.0, ApplicableState: 112, CurrentState:112",Normal Activity
workerEnv.init() ok /etc/httpd/conf/workers2.properties,Normal Activity
"Read out cached package applicability for package: Package_for_KB2984976~31bf3856ad364e35~amd64~~6.1.1.3, ApplicableState: 80, CurrentState:112",Normal Activity
connection from 217.187.83.139 () at Sun Jul 10 03:55:15 2005,Normal Activity
workerEnv.init() ok /etc/httpd/conf/workers2.properties,Normal Activity
authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=210.76.59.29  user=root,Brute Force Attack
connection from 210.245.165.136 () at Wed Jun 22 13:16:30 2005,Suspicious Activity
Warning: Unrecognized packageExtended attribute.,Normal Activity
Failed password for root from 183.62.140.253 port 54699 ssh2,Brute Force Attack
jk2_init() Found child 1963 in scoreboard slot 9,Normal Activity
jk2_init() Found child 316 in scoreboard slot 9,Normal Activity
mod_jk child workerEnv in error state 6,Suspicious Activity
"Read out cached package applicability for package: Package_for_KB2552343~31bf3856ad364e35~amd64~~6.1.1.0, ApplicableState: 112, CurrentState:112",Normal Activity
session closed for user news,Normal Activity
malware activity detected in system file,Malware Activity
Invalid user pgadmin from 112.95.230.3,Brute Force Attack
jk2_init() Found child 6790 in scoreboard slot 7,Normal Activity
Session: 30546174_91282228 initialized by client WindowsUpdateAgent.,Normal Activity
Failed to get next element [HRESULT = 0x800f080d - CBS_E_MANIFEST_INVALID_ITEM],Normal Activity
jk2_init() Found child 32423 in scoreboard slot 9,Normal Activity
jk2_init() Found child 1786 in scoreboard slot 8,Normal Activity
malware signature detected by security scanner,Malware Activity
Failed to get next element [HRESULT = 0x800f080d - CBS_E_MANIFEST_INVALID_ITEM],Normal Activity
Warning: Unrecognized packageExtended attribute.,Normal Activity
connection from 207.30.238.8 (host8.topspot.net) at Sun Jul 17 14:02:48 2005,Normal Activity
jk2_init() Found child 6780 in scoreboard slot 7,Normal Activity
reverse mapping checking getaddrinfo for ns.marryaldkfaczcz.com [173.234.31.186] failed - POSSIBLE BREAK-IN ATTEMPT!,Brute Force Attack
elevated privileges granted to unauthorized user guest,Privilege Escalation
authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=62-192-102-94.dsl.easynet.nl  user=root,Brute Force Attack
authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=troi.bluesky-technologies.com  user=root,Brute Force Attack
malicious payload detected on system,Malware Activity
connection from 216.12.111.241 () at Thu Jul 21 09:04:41 2005,Normal Activity
suspicious malware process detected,Malware Activity
jk2_init() Can't find child 1566 in scoreboard,Suspicious Activity
malicious file detected on system,Malware Activity
"00000004 IAdvancedInstallerAwareStore_ResolvePendingTransactions (call 1) (flags = 00000004, progress = NULL, phase = 0, pdwDisposition = @0x116fa70",Normal Activity
error: Received disconnect from 103.99.0.122: 14: No more user authentication methods available. [preauth],Brute Force Attack
jk2_init() Found child 32387 in scoreboard slot 7,Normal Activity
"Read out cached package applicability for package: Package_for_KB3060716~31bf3856ad364e35~amd64~~6.1.1.0, ApplicableState: 112, CurrentState:112",Normal Activity
elevated privileges granted to unauthorized user unknown,Privilege Escalation
pam_unix(sshd:auth): check pass; user unknown,Brute Force Attack
connection from 81.171.220.226 () at Sat Jul  9 12:59:44 2005,Normal Activity
workerEnv.init() ok /etc/httpd/conf/workers2.properties,Normal Activity
Failed to get next element [HRESULT = 0x800f080d - CBS_E_MANIFEST_INVALID_ITEM],Normal Activity
Warning: Unrecognized packageExtended attribute.,Normal Activity
reverse mapping checking getaddrinfo for customer-187-141-143-180-sta.uninet-ide.com.mx [187.141.143.180] failed - POSSIBLE BREAK-IN ATTEMPT!,Brute Force Attack
authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=220-135-151-1.hinet-ip.hinet.net  user=root,Brute Force Attack
connection from 217.187.83.50 () at Mon Jul 25 23:24:09 2005,Normal Activity
[client 218.39.132.175] Directory index forbidden by rule: /var/www/html/,Suspicious Activity
connection from 210.245.165.136 () at Wed Jun 22 13:16:30 2005,Normal Activity
Expecting attribute name [HRESULT = 0x800f080d - CBS_E_MANIFEST_INVALID_ITEM],Normal Activity
jk2_init() Found child 6006 in scoreboard slot 6,Normal Activity
Received disconnect from 183.62.140.253: 11: Bye Bye [preauth],Brute Force Attack
Session: 30546354_3203065385 initialized by client WindowsUpdateAgent.,Normal Activity
check pass; user unknown,Brute Force Attack
connection from 202.82.200.188 () at Thu Jul  7 16:33:52 2005,Normal Activity
input_userauth_request: invalid user ted [preauth],Brute Force Attack
"Read out cached package applicability for package: Package_for_KB2727528~31bf3856ad364e35~amd64~~6.1.1.1, ApplicableState: 112, CurrentState:112",Normal Activity
Session: 30546173_4271022933 initialized by client WindowsUpdateAgent.,Normal Activity
workerEnv.init() ok /etc/httpd/conf/workers2.properties,Normal Activity
Expecting attribute name [HRESULT = 0x800f080d - CBS_E_MANIFEST_INVALID_ITEM],Normal Activity
Failed to create backup log cab. [HRESULT = 0x80070001 - ERROR_INVALID_FUNCTION],Normal Activity
Expecting attribute name [HRESULT = 0x800f080d - CBS_E_MANIFEST_INVALID_ITEM],Normal Activity
pam_unix(sshd:auth): authentication failure; logname= uid=0 euid=0 tty=ssh ruser= rhost=183.62.140.253  user=root,Brute Force Attack
mod_jk child workerEnv in error state 6,Suspicious Activity
mod_jk child workerEnv in error state 8,Suspicious Activity
Kerberos authentication failed,Brute Force Attack
Session: 30546354_2950240925 initialized by client WindowsUpdateAgent.,Normal Activity
pam_unix(sshd:auth): check pass; user unknown,Brute Force Attack
Failed password for root from 183.62.140.253 port 35404 ssh2,Brute Force Attack
Session: 30546174_165696484 initialized by client WindowsUpdateAgent.,Normal Activity
workerEnv.init() ok /etc/httpd/conf/workers2.properties,Normal Activity
authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=195.129.24.210  user=root,Brute Force Attack
"Read out cached package applicability for package: Package_for_KB2574819~31bf3856ad364e35~amd64~~6.1.2.0, ApplicableState: 112, CurrentState:112",Normal Activity
jk2_init() Found child 2813 in scoreboard slot 7,Normal Activity
